track,date,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,suffix,chassis,NA,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,suffix_url,chassis_url,NA_url
nurburgring,2003-06-01,173,BMW 318 ti Compact - BMW,40,V2,,Closed bodywork,Front-engined,Peter Buschmans/Marco Keller (D)/Kurt Thiel (DK)/Martin Tschornia (D),NA,NA,NA,NA,NA,BMW,318,ti Compact,NA,NA,Result: 40th 1st in V2 (24 laps behind the winner)Grid: 157th (11:23.2620),40th 1st in V2 (24 laps behind the winner)Grid: 157th (11:23.2620),finished,157,11:23.2620,24 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/318.html,https://www.racingsportscars.com/suffix/photo/BMW/318/ti%20Compact.html,NA,NA
nurburgring,2003-06-01,33,Honda NSX-R - Honda,41,A6,Sport Auto (D),-,-,Horst von Saurma-Jeltsch (D)/Jochen Übler (D)/Marcus Schurig/Markus Oestreich (D),NA,NA,NA,NA,NA,Honda,NSX,-R,NA,NA,Result: 41st (24 laps behind the winner)Grid: 36th (10:12.7390),41st (24 laps behind the winner)Grid: 36th (10:12.7390),finished,36,10:12.7390,24 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/NSX.html,https://www.racingsportscars.com/suffix/photo/Honda/NSX/-R.html,NA,NA
nurburgring,2003-06-01,40,Porsche 996 GT3 Cup - Porsche F6 4v DOHC N/A,42,A7,Scuderia Offenbach e.V. im AvD,Closed bodywork,Rear-engined,Matthias Weiland (D)/Oliver Mayer (D)/Ralf Weiner/Gerd Winter,NA,NA,NA,NA,NA,Porsche,996 GT3 Cup,NA,NA,NA,Result: 42nd (24 laps behind the winner)Grid: 27th (9:56.2010),42nd (24 laps behind the winner)Grid: 27th (9:56.2010),finished,27,9:56.2010,24 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996%20GT3%20Cup.html,NA,NA,NA
nurburgring,2003-06-01,165,BMW 318 ti Compact - BMW,43,V2,Saale GoKart Motorsport,Closed bodywork,Front-engined,René Wolff (D)/Hannes Hirsch/Arnd Meier (D)/Knut Leube,NA,NA,NA,NA,NA,BMW,318,ti Compact,NA,NA,Result: 43rd (25 laps behind the winner)Grid: 156th (11:22.9370),43rd (25 laps behind the winner)Grid: 156th (11:22.9370),finished,156,11:22.9370,25 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/318.html,https://www.racingsportscars.com/suffix/photo/BMW/318/ti%20Compact.html,NA,NA
nurburgring,2003-06-01,172,BMW 318 is E36 - BMW,44,V2,MSC Wahlscheid e.V. im ADAC,Closed bodywork,Front-engined,Rolf Derscheid/Werner Schlehecker (D)/Thorsten Schwarz/Hans-Werner Wüst,NA,NA,NA,NA,NA,BMW,318,is E36,NA,NA,Result: 44th (25 laps behind the winner)Grid: 161st (11:23.9821),44th (25 laps behind the winner)Grid: 161st (11:23.9821),finished,161,11:23.9821,25 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/318.html,https://www.racingsportscars.com/suffix/photo/BMW/318/is%20E36.html,NA,NA
nurburgring,2003-06-01,243,VW Bora R-TDi - VW TDI,45,S1,,Closed bodywork,Front-engined,Eberhard Rattunde/Wayne Moore (NZ)/Bernd Schlee/Norbert Rattunde,NA,NA,NA,NA,NA,VW,Bora,R-TDi,NA,NA,Result: 45th (25 laps behind the winner)Grid: 127th (11:10.6860),45th (25 laps behind the winner)Grid: 127th (11:10.6860),finished,127,11:10.6860,25 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Bora.html,https://www.racingsportscars.com/suffix/photo/VW/Bora/R-TDi.html,NA,NA
nurburgring,2003-06-01,133,BMW 320i E46 - BMW,46,A3,MSC Ruhrblitz Bochum e.V. im ADAC,Closed bodywork,Front-engined,Friedrich Burgmann (D)/Frank Burgmann/Friedrich Winkelmann (D)/Boris Brunnacker,NA,NA,NA,NA,NA,BMW,320i,E46,NA,NA,Result: 46th (25 laps behind the winner)Grid: 84th (10:48.1591),46th (25 laps behind the winner)Grid: 84th (10:48.1591),finished,84,10:48.1591,25 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/320i.html,https://www.racingsportscars.com/suffix/photo/BMW/320i/E46.html,NA,NA
nurburgring,2003-06-01,230,Honda Civic Type R - Honda,47,N2,Fleper Motorsport,-,-,Peter Venn (D)/Norbert Bermes (D)/Dave Allan (GB),NA,NA,NA,NA,NA,Honda,Civic,Type R,NA,NA,Result: 47th (26 laps behind the winner)Grid: 82nd (10:47.5850),47th (26 laps behind the winner)Grid: 82nd (10:47.5850),finished,82,10:47.5850,26 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,https://www.racingsportscars.com/suffix/photo/Honda/Civic/Type%20R.html,NA,NA
nurburgring,2003-06-01,204,Honda Integra Type R - Honda,48,N1,,-,-,Martyn Spurrell/Mike Rimmer/Chris Rimmer,NA,NA,NA,NA,NA,Honda,Integra,Type R,NA,NA,Result: 48th 1st in N1 (26 laps behind the winner)Grid: 146th (11:19.0510),48th 1st in N1 (26 laps behind the winner)Grid: 146th (11:19.0510),finished,146,11:19.0510,26 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Integra.html,https://www.racingsportscars.com/suffix/photo/Honda/Integra/Type%20R.html,NA,NA
nurburgring,2003-06-01,20,Porsche 996 - Porsche,49,A7,,Closed bodywork,Rear-engined,Michel Vaillant/Niki Leutwiler (CH)/Wolfgang Kaufmann (D)/Jens Petersen (D),NA,NA,NA,NA,NA,Porsche,996,NA,NA,NA,Result: 49th (26 laps behind the winner)Grid: 14th (9:34.8020),49th (26 laps behind the winner)Grid: 14th (9:34.8020),finished,14,9:34.8020,26 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996.html,NA,NA,NA
nurburgring,2003-06-01,193,Mercedes-Benz 190 E - Mercedes-Benz N/A,50,V4,MSC Ruhrblitz Bochum e.V im ADAC,Closed bodywork,Front-engined,Peter Feischen/Carsten Bube/Gerd Niehaus (D),NA,NA,NA,NA,NA,Mercedes-Benz,190 E,NA,NA,NA,Result: 50th (26 laps behind the winner)Grid: 142nd (11:17.8970),50th (26 laps behind the winner)Grid: 142nd (11:17.8970),finished,142,11:17.8970,26 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Mercedes-Benz.html,https://www.racingsportscars.com/type/photo/Mercedes-Benz/190%20E.html,NA,NA,NA
nurburgring,2003-06-01,226,Honda Civic Type R - Honda,51,N2,,-,-,Thomas Mutsch (D)/Michael Podlogar/Frank Warrings/Oliver Hilger,NA,NA,NA,NA,NA,Honda,Civic,Type R,NA,NA,Result: 51st (26 laps behind the winner)Grid: 124th (11:09.9170),51st (26 laps behind the winner)Grid: 124th (11:09.9170),finished,124,11:09.9170,26 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,https://www.racingsportscars.com/suffix/photo/Honda/Civic/Type%20R.html,NA,NA
nurburgring,2003-06-01,44,Nissan Skyline GT-R - Nissan,52,A8,Falken Motorsports,-,-,/Dirk Schoysman (B)/Roland Asch (D)/Takayuki Kinoshita (J)/Tetsuya Tanaka (J),NA,NA,NA,NA,NA,Nissan,Skyline GT-R,NA,NA,NA,Result: 52nd (26 laps behind the winner)Grid: 11th (9:29.5570),52nd (26 laps behind the winner)Grid: 11th (9:29.5570),finished,11,9:29.5570,26 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Nissan.html,https://www.racingsportscars.com/type/photo/Nissan/Skyline%20GT-R.html,NA,NA,NA
nurburgring,2003-06-01,117,Renault Clio RS - Renault,53,A3,,-,-,Christian Benz/Stefan Benz,NA,NA,NA,NA,NA,Renault,Clio,RS,NA,NA,Result: 53rd (26 laps behind the winner)Grid: 83rd (10:47.6960),53rd (26 laps behind the winner)Grid: 83rd (10:47.6960),finished,83,10:47.6960,26 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Renault.html,https://www.racingsportscars.com/type/photo/Renault/Clio.html,https://www.racingsportscars.com/suffix/photo/Renault/Clio/RS.html,NA,NA
nurburgring,2003-06-01,167,BMW 318 is E36 - BMW,54,V2,MSC Rhön e.V. im AvD,Closed bodywork,Front-engined,Robert Surauer/Manfred Werker/Denis Weimer/Bernd Haid,NA,NA,NA,NA,NA,BMW,318,is E36,NA,NA,Result: 54th (27 laps behind the winner)Grid: 165th (11:26.8270),54th (27 laps behind the winner)Grid: 165th (11:26.8270),finished,165,11:26.8270,27 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/318.html,https://www.racingsportscars.com/suffix/photo/BMW/318/is%20E36.html,NA,NA
nurburgring,2003-06-01,253,VW New Beetle TDi - VW Turbo Diesel,55,S1,Zomtec Racing Team,-,-,"""Smudo"" (D)/Thomas von Löwis of Menar (D)/Best Caspar/Erik Schwarz",NA,NA,NA,NA,NA,VW,New Beetle,TDi,NA,NA,Result: 55th (27 laps behind the winner)Grid: 125th (11:10.1210),55th (27 laps behind the winner)Grid: 125th (11:10.1210),finished,125,11:10.1210,27 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/New%20Beetle.html,https://www.racingsportscars.com/suffix/photo/VW/New%20Beetle/TDi.html,NA,NA
nurburgring,2003-06-01,127,Opel Astra OPC - Opel,56,A3,Kissling Motorsport,-,-,Hannu Luostarinen (FIN)/Rauno Nuoramo/Mikko Lempinen,NA,NA,NA,NA,NA,Opel,Astra,OPC,NA,NA,Result: 56th (27 laps behind the winner)Grid: 87th (10:49.8680),56th (27 laps behind the winner)Grid: 87th (10:49.8680),finished,87,10:49.8680,27 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,https://www.racingsportscars.com/suffix/photo/Opel/Astra/OPC.html,NA,NA
nurburgring,2003-06-01,76,Hyundai Coupé GK -,57,A4,,-,-,Jürgen Schumann (D)/Peter Schumann (D)/Hubert Nacken (D),NA,NA,NA,NA,NA,Hyundai,Coupé,GK,NA,NA,Result: 57th (27 laps behind the winner)Grid: 85th (10:48.8710),57th (27 laps behind the winner)Grid: 85th (10:48.8710),finished,85,10:48.8710,27 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Hyundai.html,https://www.racingsportscars.com/type/photo/Hyundai/Coup%c3%a9.html,https://www.racingsportscars.com/suffix/photo/Hyundai/Coup%c3%a9/GK.html,NA,NA
nurburgring,2003-06-01,119,Renault Clio RS - Renault,58,A3,,-,-,Roger Schmitz/Dietmar Konopka (D)/Mathias Renz/Markus Leger,NA,NA,NA,NA,NA,Renault,Clio,RS,NA,NA,Result: 58th (27 laps behind the winner)Grid: 86th (10:49.5310),58th (27 laps behind the winner)Grid: 86th (10:49.5310),finished,86,10:49.5310,27 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Renault.html,https://www.racingsportscars.com/type/photo/Renault/Clio.html,https://www.racingsportscars.com/suffix/photo/Renault/Clio/RS.html,NA,NA
nurburgring,2003-06-01,68,Vauxhall Vectra V6 - Vauxhall,59,A4,,-,-,Andy Lloyd (GB)/Gareth Lloyd (GB),NA,NA,NA,NA,NA,Vauxhall,Vectra,V6,NA,NA,Result: 59th (27 laps behind the winner)Grid: 119th (11:07.1660),59th (27 laps behind the winner)Grid: 119th (11:07.1660),finished,119,11:07.1660,27 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Vauxhall.html,https://www.racingsportscars.com/type/photo/Vauxhall/Vectra.html,https://www.racingsportscars.com/suffix/photo/Vauxhall/Vectra/V6.html,NA,NA
nurburgring,2003-06-01,108,Toyota Altezza - Toyota,60,A3,I-Dea Project (Miyoshi Masami),-,-,Tomohiko Tsutsumi (J)/Hitoshi Sezai (J)/Kumi Sato (J)/Satoshi Saito (J),NA,NA,NA,NA,NA,Toyota,Altezza,NA,NA,NA,Result: 60th (28 laps behind the winner)Grid: 145th (11:18.5920),60th (28 laps behind the winner)Grid: 145th (11:18.5920),finished,145,11:18.5920,28 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Toyota.html,https://www.racingsportscars.com/type/photo/Toyota/Altezza.html,NA,NA,NA
nurburgring,2003-06-01,249,VW Golf IV TDi - VW,61,S1,,-,-,Felix Kinzer/Thomas Kroher/Horst Wippersteg/Traudl Klink,NA,NA,NA,NA,NA,VW,Golf,IV TDi,NA,NA,Result: 61st (28 laps behind the winner)Grid: 153rd (11:22.5870),61st (28 laps behind the winner)Grid: 153rd (11:22.5870),finished,153,11:22.5870,28 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Golf.html,https://www.racingsportscars.com/suffix/photo/VW/Golf/IV%20TDi.html,NA,NA
nurburgring,2003-06-01,30,Porsche 964 - Porsche,62,A7,Segolen At Banking Competition,Closed bodywork,Rear-engined,"""Segolen"" (F)/Gérard Tremblay (F)/Erick Rumpler (F)/Willy Bernard (F)",NA,NA,NA,NA,NA,Porsche,964,NA,NA,NA,Result: 62nd (28 laps behind the winner)Grid: 143rd (11:18.0820),62nd (28 laps behind the winner)Grid: 143rd (11:18.0820),finished,143,11:18.0820,28 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/964.html,NA,NA,NA
nurburgring,2003-06-01,240,VW Golf TDi - VW,63,S1,,-,-,Gerhard Mayer/Jim Briody (USA)/Bernd Erdmann/Theo Milz,NA,NA,NA,NA,NA,VW,Golf,TDi,NA,NA,Result: 63rd (28 laps behind the winner)Grid: 160th (11:23.8610),63rd (28 laps behind the winner)Grid: 160th (11:23.8610),finished,160,11:23.8610,28 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Golf.html,https://www.racingsportscars.com/suffix/photo/VW/Golf/TDi.html,NA,NA
nurburgring,2003-06-01,215,Honda Civic Type R - Honda,64,N2,Team Bienert Motorsport,-,-,Knut Kohlmorgen/Olaf Neunkirchen/Anja Wassertheurer (D)/Peter Göhringer,NA,NA,NA,NA,NA,Honda,Civic,Type R,NA,NA,Result: 64th (29 laps behind the winner)Grid: 112th (11:03.7629),64th (29 laps behind the winner)Grid: 112th (11:03.7629),finished,112,11:03.7629,29 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,https://www.racingsportscars.com/suffix/photo/Honda/Civic/Type%20R.html,NA,NA
nurburgring,2003-06-01,189,BMW M3 E30 - BMW,65,V4,"DSK ""Ja zum Motorsport""",Closed bodywork,Front-engined,Hans-Rolf Salzer/Sascha Salzer,NA,NA,NA,NA,NA,BMW,M3,E30,NA,NA,Result: 65th (29 laps behind the winner)Grid: 114th (11:04.0400),65th (29 laps behind the winner)Grid: 114th (11:04.0400),finished,114,11:04.0400,29 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E30.html,NA,NA
nurburgring,2003-06-01,181,Opel Astra OPC - Opel,66,V3,,-,-,Wolfgang Krapp/Thomas Schulte/Hans-Peter Wilsberg/Ulrich Henning,NA,NA,NA,NA,NA,Opel,Astra,OPC,NA,NA,Result: 66th (29 laps behind the winner)Grid: 179th (11:35.1479),66th (29 laps behind the winner)Grid: 179th (11:35.1479),finished,179,11:35.1479,29 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,https://www.racingsportscars.com/suffix/photo/Opel/Astra/OPC.html,NA,NA
nurburgring,2003-06-01,148,Citroën Saxo VTS # - Citroën N/A,67,A2,Frensch-Power Motorsport,Closed bodywork,-,Hans-Dieter Herzog/Florian Frensch/Jörg Winterhagen/Thomas Ardelt (D),NA,NA,NA,NA,NA,Citroën,Saxo,VTS,#,NA,Result: 67th 1st in A2 (29 laps behind the winner)Grid: 132nd (11:12.9530),67th 1st in A2 (29 laps behind the winner)Grid: 132nd (11:12.9530),finished,132,11:12.9530,29 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Citro%c3%abn.html,https://www.racingsportscars.com/type/photo/Citro%c3%abn/Saxo.html,https://www.racingsportscars.com/suffix/photo/Citro%c3%abn/Saxo/VTS.html,https://www.racingsportscars.com/chassis/photo/Saxo-Frensch%23.html,NA
nurburgring,2003-06-01,51,BMW Z3 M Coupé - BMW,68,A6,,-,-,Torsten Schubert (D)/Franz Engstler (D)/Marc Hennerici (D)/Hendrik Horak,NA,NA,NA,NA,NA,BMW,Z3,M Coupé,NA,NA,Result: 68th (29 laps behind the winner)Grid: 65th (10:37.1429),68th (29 laps behind the winner)Grid: 65th (10:37.1429),finished,65,10:37.1429,29 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/Z3.html,https://www.racingsportscars.com/suffix/photo/BMW/Z3/M%20Coup%c3%a9.html,NA,NA
nurburgring,2003-06-01,77,Ford Fiesta ST - Ford N/A,69,A2,KDS-Motorsport Deutsches Rallye Team,Closed bodywork,Front-engined,Peter-Paul Pietsch (D)/Christian Senz/Markus Fahrner/Florian Auer,NA,NA,NA,NA,NA,Ford,Fiesta,ST,NA,NA,Result: 69th (30 laps behind the winner)Grid: 128th (11:11.1580),69th (30 laps behind the winner)Grid: 128th (11:11.1580),finished,128,11:11.1580,30 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Fiesta.html,https://www.racingsportscars.com/suffix/photo/Ford/Fiesta/ST.html,NA,NA
nurburgring,2003-06-01,149,Ford Fiesta ST - Ford,70,A2,Ford-Bank Team Panhuis,-,-,Jürgen Schramek/Dirk Vincken/Holger Eckhardt (D)/Christina Surer,NA,NA,NA,NA,NA,Ford,Fiesta,ST,NA,NA,Result: 70th (30 laps behind the winner)Grid: 159th (11:23.7020),70th (30 laps behind the winner)Grid: 159th (11:23.7020),finished,159,11:23.7020,30 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Ford.html,https://www.racingsportscars.com/type/photo/Ford/Fiesta.html,https://www.racingsportscars.com/suffix/photo/Ford/Fiesta/ST.html,NA,NA
nurburgring,2003-06-01,65,Volvo S40 T - Volvo,71,A6,,-,-,Patrick Brenndörfer (D)/Martin Müller (D)/Uwe Sturm,NA,NA,NA,NA,NA,Volvo,S40,T,NA,NA,Result: 71st (30 laps behind the winner)Grid: 158th (11:23.6500),71st (30 laps behind the winner)Grid: 158th (11:23.6500),finished,158,11:23.6500,30 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Volvo.html,https://www.racingsportscars.com/type/photo/Volvo/S40.html,https://www.racingsportscars.com/suffix/photo/Volvo/S40/T.html,NA,NA
nurburgring,2003-06-01,72,BMW M3 E36 - BMW,72,A5,,Closed bodywork,Front-engined,Valerio Leone (I)/Giorgio Piodi (I)/Ferruccio Leone (I),NA,NA,NA,NA,NA,BMW,M3,E36,NA,NA,Result: 72nd (31 laps behind the winner)Grid: 70th (10:40.5870),72nd (31 laps behind the winner)Grid: 70th (10:40.5870),finished,70,10:40.5870,31 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html,NA,NA
nurburgring,2003-06-01,195,Mercedes-Benz 190 E - Mercedes-Benz N/A,73,V4,,Closed bodywork,Front-engined,Dirk Roth (D)/Andreas Schettler (D)/Thomas Mautner/Hans-Georg Krause,NA,NA,NA,NA,NA,Mercedes-Benz,190 E,NA,NA,NA,Result: 73rd (31 laps behind the winner)Grid: 144th (11:18.4730),73rd (31 laps behind the winner)Grid: 144th (11:18.4730),finished,144,11:18.4730,31 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Mercedes-Benz.html,https://www.racingsportscars.com/type/photo/Mercedes-Benz/190%20E.html,NA,NA,NA
nurburgring,2003-06-01,244,BMW 330d E46 - BMW TDi,74,S1,,Closed bodywork,Front-engined,Zoran Radulovic (D)/Peter Mies/David Horn (D)/Willi Schittenhelm,NA,NA,NA,NA,NA,BMW,330d,E46,NA,NA,Result: 74th (31 laps behind the winner)Grid: 107th (11:02.2679),74th (31 laps behind the winner)Grid: 107th (11:02.2679),finished,107,11:02.2679,31 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/330d.html,https://www.racingsportscars.com/suffix/photo/BMW/330d/E46.html,NA,NA
nurburgring,2003-06-01,137,Renault Clio Cup - Renault,75,A3,,-,-,Kai Riemer (D)/Bunny Bugs/Jörg Chmiela (D)/Jörg Backhaus,NA,NA,NA,NA,NA,Renault,Clio,Cup,NA,NA,Result: 75th (31 laps behind the winner)Grid: 71st (10:41.5020),75th (31 laps behind the winner)Grid: 71st (10:41.5020),finished,71,10:41.5020,31 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Renault.html,https://www.racingsportscars.com/type/photo/Renault/Clio.html,https://www.racingsportscars.com/suffix/photo/Renault/Clio/Cup.html,NA,NA
nurburgring,2003-06-01,192,BMW M3 E30 - BMW,76,V4,,Closed bodywork,Front-engined,Winfried Lobe/Marcus Frey/Markus Moufang/Udo Frey,NA,NA,NA,NA,NA,BMW,M3,E30,NA,NA,Result: 76th (31 laps behind the winner)Grid: 134th (11:13.3030),76th (31 laps behind the winner)Grid: 134th (11:13.3030),finished,134,11:13.3030,31 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E30.html,NA,NA
nurburgring,2003-06-01,206,Honda Civic V-Tec - Honda,77,N1,Monkey Amateur Racing Team,-,-,Jens Bauer/Taro Spirit/Hisahiko Usui (J)/Hitoshi Goto (J),NA,NA,NA,NA,NA,Honda,Civic,V-Tec,NA,NA,Result: 77th (32 laps behind the winner)Grid: 167th (11:27.3110),77th (32 laps behind the winner)Grid: 167th (11:27.3110),finished,167,11:27.3110,32 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,https://www.racingsportscars.com/suffix/photo/Honda/Civic/V-Tec.html,NA,NA
nurburgring,2003-06-01,229,VW Polo 16V - VW,78,A1,Fleper Motorsport,-,-,Joachim Steidel (D)/Dirk Kremp/Dennis Rönz/Werner Uetrecht (D),NA,NA,NA,NA,NA,VW,Polo,16V,NA,NA,Result: 78th 1st in A1 (32 laps behind the winner)Grid: 210th (12:07.6680),78th 1st in A1 (32 laps behind the winner)Grid: 210th (12:07.6680),finished,210,12:07.6680,32 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Polo.html,https://www.racingsportscars.com/suffix/photo/VW/Polo/16V.html,NA,NA
nurburgring,2003-06-01,210,Honda Civic Type R - Honda,79,N2,,-,-,Markus Horn/Bernd Schneider (D)/Gerd Schumacher/Peter Rikli (CH),NA,NA,NA,NA,NA,Honda,Civic,Type R,NA,NA,Result: 79th (32 laps behind the winner)Grid: 89th (10:52.0890),79th (32 laps behind the winner)Grid: 89th (10:52.0890),finished,89,10:52.0890,32 laps behind the winner,NA,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,https://www.racingsportscars.com/suffix/photo/Honda/Civic/Type%20R.html,NA,NA
