model_id,model,start_year,end_year,source_year,source_category,production_status,period_source_name,period_source_url,period_source_type,period_confidence,period_review_status,period_notes,period_reviewed_at,main_family,subfamily,lineage,generation,engine_architecture,engine_type,engine_location,seating_configuration,orientation,predecessor,predecessor_year,predecessor_relationship,successor,successor_year,successor_relationship,successor_in_dataset,alternative_predecessor,alternative_relationship,base_model,base_model_year,taxonomy_confidence,external_enrichment_required,taxonomy_notes,start_year_source,taxonomy_source,engine,displacement_cc,max_power_cv,rpm_max_power,top_speed_kmh,engine_position,engine_orientation,engine_angle_deg,compression_ratio,bore_mm,stroke_mm,weight_kg,wheelbase_mm,length_mm,width_mm,height_mm,image_url,url,description,source_origin
ferrari_1962_286_sp,286 SP,1962,,1962,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V6,combustion,mid,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V6,2863,260,6800,,rear,longitudinal,60,9.5,90,75,620,2320,4060,1480,970,https://cdn.ferrari.com/cms/network/media/img/resize/5dc008ca48ab400ab445c36c-ferrari-286-sp-1962-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/286-sp,Ferrari 286 SP: This second model that debuted at the 1962 press conference is very similar indeed to the 196 SP,ferrari_past_models_scraper
ferrari_1962_330_lm,330 LM,1962,,1962,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V12,combustion,front,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,3967,390,7500,280,front,longitudinal,60,8.8,77,71,950,2420,4360,1675,1245,https://cdn.ferrari.com/cms/network/media/img/resize/5dc005afb6fd1830814ef18e-ferrari-330-lm-1962-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/330-lm,Ferrari 330 LM: The 4-litre berlinetta racers were built to comply with changing FIA regulations.,ferrari_past_models_scraper
ferrari_1962_330_tr,330 TR,1962,,1962,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V12,combustion,front,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,3967,390,7500,,front,longitudinal,60,8.8,77,71,820,2420,4520,1590,1050,https://cdn.ferrari.com/cms/network/media/img/resize/5dc00465b6fd1830814ef147-ferrari-330-tr-1962-list?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/330-tr,Ferrari 330 TR: This one-off was the last Ferrari front-engined sports car to win the classic Le Mans 24-hour race.,ferrari_past_models_scraper
ferrari_1963_250_lm,250 LM,1963,,1963,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V12,combustion,mid,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,3286,320,7500,287,rear,longitudinal,60,9.7,77,59,820,2400,4090,1700,1115,https://cdn.ferrari.com/cms/network/media/img/resize/5dc13dc1900e4a3e9ebbe0c9-ferrari-250-lm-1963-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/250-lm,Ferrari 250 LM: Presented at the Paris Motor Show in October 1963,ferrari_past_models_scraper
ferrari_1963_250_p,250 P,1963,,1963,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,P-series sports prototypes,1,V12,combustion,mid,race-specific,competition,,,,275 P,1964,evolution,TRUE,,,,,medium,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,2953,310,7500,290,rear,longitudinal,60,9.5,73,59,760,2400,4015,1670,1080,https://cdn.ferrari.com/cms/network/media/img/resize/5dc0104c8c92940b3a3f214c-ferrari-250-p-1963-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/250-p,Ferrari 250 P: The very first 12-cylinder mid-engined Ferrari was unveiled to the press on the track at Monza on March 4 1963.,ferrari_past_models_scraper
ferrari_1963_330_p,330 P,1963,,1963,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V12,combustion,mid,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,3967,370,7200,,rear,longitudinal,60,9.8,77,71,785,2400,4160,1675,1055,https://cdn.ferrari.com/cms/network/media/img/resize/5dc1390948ab400ab445fd1f-ferrari-330-p-1963-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/330-p,Ferrari 330 P: The versatile four-litre V12 made its first appearance in 1964 in the sports-prototypes following the three-litre 250 and 3.3-litre 275 versions.,ferrari_past_models_scraper
ferrari_1964_330_gt_2_2,330 GT 2+2,1964,,1964,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 2+2 GT,Four-seat grand tourer,V12 GT 2+2,2,V12,combustion,front,2+2,grand tourer,250 GT 2+2,1960,direct,365 GT 2+2,1967,direct,TRUE,,,,,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,3967,300,6600,245,front,longitudinal,60,8.8,77,71,1380,2650,4840,1715,1360,https://cdn.ferrari.com/cms/network/media/img/resize/5dc143677fe44e0aa82c943b-ferrari-330-gt-2-2-1964-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/330-gt-2-2,The 330 America was replaced by the Ferrari 330 GT 2+2,ferrari_past_models_scraper
ferrari_1964_275_gtb,275 GTB,1964,,1964,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 two-seat GT,Berlinetta / coupe,,,V12,combustion,front,,grand tourer,,,,,,,,,,,,low,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,3286,280,7600,258,front,longitudinal,60,9.2,77,59,1100,2400,4325,1725,1245,https://cdn.ferrari.com/cms/network/media/img/resize/5dc2975fc9ba7568b9921c57-ferrari-275-gtb-1964-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/275-gtb,The most important new features of the Ferrari 275 GTB were the rear-mounted gearbox and independent rear suspension.,ferrari_past_models_scraper
ferrari_1964_275_gts,275 GTS,1964,,1964,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 two-seat GT,Spider / cabriolet,,,V12,combustion,front,,grand tourer,,,,,,,,,,,,low,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,3286,260,7000,242,front,longitudinal,60,9.2,77,59,1120,2400,4350,1675,1250,https://cdn.ferrari.com/cms/network/media/img/resize/5dc2a63ceb1099300b0ba376-ferrari-275-gts-1964-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/275-gts,Ferrari 275 GTS: The Pininfarina-designed spider version of the 275 GTB shared the same independent rear suspension and rear-mounted gearbox.,ferrari_past_models_scraper
ferrari_1964_500_superfast,500 Superfast,1964,,1964,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 two-seat GT,Berlinetta / coupe,,,V12,combustion,front,,grand tourer,,,,,,,,,,,,low,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,4963,400,6500,280,front,longitudinal,60,8.8,88,68,1400,2650,4820,1730,1280,https://cdn.ferrari.com/cms/network/media/img/resize/5dc15b96bb199d427b48b672-ferrari-1964-500-superfast-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/500-superfast,"Ferrari 500 Superfast: This model, targeted at clients looking for uncompromising performance in a luxury car, was presented at the 1964",ferrari_past_models_scraper
ferrari_1964_275_p,275 P,1964,,1964,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,P-series sports prototypes,2,V12,combustion,mid,race-specific,competition,250 P,1963,evolution,330 P2,1965,evolution,TRUE,,,,,medium,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,3286,320,7700,,rear,longitudinal,60,9.7,77,59,755,2400,4160,1675,1055,https://cdn.ferrari.com/cms/network/media/img/resize/5dc2afa3eb1099300b0ba571-ferrari-275-p-1964-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/275-p,Ferrari 275 P: This model is yet another addition to the long and hugely successful P series which began with the 250 P.,ferrari_past_models_scraper
ferrari_1965_275_gtb_competizione,275 GTB Competizione,1965,,1965,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Competition derivatives,Competition GT,,,V12,combustion,front,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,3286,300,7600,282,front,longitudinal,60,9.5,77,59,980,2400,4300,1700,1160,https://cdn.ferrari.com/cms/network/media/img/resize/5dc41ba295e21208efa332a1-ferrari-275-gtb-competizione-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/275-gtb-competizione,Ferrari 275 GTB Competizione: At least two prototypes of this model were built in 1965.,ferrari_past_models_scraper
ferrari_1965_275_p2,275 P2,1965,,1965,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V12,combustion,mid,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,3286,349,8500,,rear,longitudinal,60,9.9,77,59,790,2400,4260,1675,1040,https://cdn.ferrari.com/cms/network/media/img/resize/5dc4225c37497e4ff8d2c9e4-ferrari-275-p2-1965-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/275-p2,Ferrari 275 P2: The various models in the P series were developed over a period of four years beginning in 1964.,ferrari_past_models_scraper
ferrari_1965_330_p2,330 P2,1965,,1965,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,P-series sports prototypes,3,V12,combustion,mid,race-specific,competition,275 P,1964,evolution,330 P3,1966,evolution,TRUE,,,,,medium,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,3967,409,8000,,rear,longitudinal,60,9.9,77,71,820,2400,4260,1675,1040,https://cdn.ferrari.com/cms/network/media/img/resize/5dc4258595e21208efa334db-ferrari-275-p2-1965-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/330-p2,,ferrari_past_models_scraper
ferrari_1965_365_p,365 P,1965,,1965,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V12,combustion,mid,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,4390,379,7200,300,rear,longitudinal,60,9.1,81,71,850,2400,4260,1675,1040,https://cdn.ferrari.com/cms/network/media/img/resize/5dc4298737497e4ff8d2cb91-ferrari-365-p-1965-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/365-p,The Ferrari 365 P was the exception to the 4-litre rule for the official works cars.,ferrari_past_models_scraper
ferrari_1965_dino_166_p,Dino 166 P,1965,,1965,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V6,combustion,mid,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V6,1593,175,9000,,rear,longitudinal,65,11.5,77,57,586,2280,3820,1570,960,https://cdn.ferrari.com/cms/network/media/img/resize/5dc433783378a829c0098381-ferrari-dino-166-p-1965-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/dino-166-p,"Ferrari Dino 166 P: The Dino name was revived for a prototype sports car of just 1,600 cc with styling reminiscent of the big P series models.",ferrari_past_models_scraper
ferrari_1965_dino_206_sp,Dino 206 SP,1965,,1965,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V6,combustion,mid,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V6,1987,218,9000,,rear,longitudinal,65,11,86,57,532,2280,3820,1570,800,https://cdn.ferrari.com/cms/network/media/img/resize/5dc435a53378a829c0098400-ferrari-dino-206-sp-1965-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/dino-206-sp,Ferrari 206 sp: This model could best be described as an open-top version of the Dino 166 P with a bigger engine.,ferrari_past_models_scraper
ferrari_1966_275_gtb4,275 GTB4,1966,,1966,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 two-seat GT,Berlinetta / coupe,,,V12,combustion,front,,grand tourer,,,,,,,,,,,,low,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,3286,300,8000,268,front,longitudinal,60,9.2,77,59,1100,2400,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5dc92bec01d20661709545b3-ferrari-275gb4-1966-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/275-gtb4,Ferrari 275 GTB4: Presented at the 1966 Paris Motor Show,ferrari_past_models_scraper
ferrari_1966_330_gtc,330 GTC,1966,,1966,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 two-seat GT,Berlinetta / coupe,,,V12,combustion,front,,grand tourer,,,,,,,,,,,,low,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,3967,300,7000,242,front,longitudinal,60,8.8,77,71,1300,2400,4470,1665,1282,https://cdn.ferrari.com/cms/network/media/img/resize/5dc540263378a829c009b0f9-ferrari-330-gtc-1966-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/330-gtc,"Ferrari 330 GTC: This model slotted in between the 275 GTB Berlinetta, whose chassis it shared, and the more tranquil 330 2+2 Coupé",ferrari_past_models_scraper
ferrari_1966_330_gts,330 GTS,1966,,1966,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 two-seat GT,Spider / cabriolet,,,V12,combustion,front,,grand tourer,,,,,,,,,,,,low,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,3967,300,7000,242,front,longitudinal,60,8.8,77,71,1200,2400,4430,1675,1250,https://cdn.ferrari.com/cms/network/media/img/resize/5dc93c653378a829c00a601c-ferrari-330-gts-1966-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/330-gts,the Ferrari 330 GTS was presented at the Paris Motor Show in October 1966.,ferrari_past_models_scraper
ferrari_1966_365_california,365 California,1966,,1966,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 two-seat GT,Spider / cabriolet,,,V12,combustion,front,,grand tourer,,,,,,,,,,,,low,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,4390,320,6600,245,front,longitudinal,60,8.8,81,71,1320,2650,4900,1780,1330,https://cdn.ferrari.com/cms/network/media/img/resize/5dc54f9b95e21208efa3683e-ferrari-365-california-1966-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/365-california,Ferrari 365 California: Presented at the 1966 Geneva Motor Show,ferrari_past_models_scraper
ferrari_1966_330_p3,330 P3,1966,,1966,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,P-series sports prototypes,4,V12,combustion,mid,race-specific,competition,330 P2,1965,evolution,330 P4,1967,evolution,TRUE,,,,,medium,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,3967,420,8000,310,rear,longitudinal,60,10.5,77,71,851,2400,4170,1780,950,https://cdn.ferrari.com/cms/network/media/img/resize/5dc557b93378a829c009b5dd-ferrari-1966-300-p3-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/330-p3,"An evolution of the 330 P2, the Ferrari 330 P3 featured a new tubular chassis with a fibreglass tub",ferrari_past_models_scraper
ferrari_1966_dino_206_s,Dino 206 S,1966,,1966,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V6,combustion,mid,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V6,1987,220,9000,270,rear,longitudinal,65,11,86,57,580,2280,3875,1680,985,https://cdn.ferrari.com/cms/network/media/img/resize/5dc549f901d2066170949cca-ferrari-dino-206-s-1966-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/dino-206-s,The Ferrari Dino 206 S could be described as a small-scale 330 P3.,ferrari_past_models_scraper
ferrari_1967_365_gt_2_2,365 GT 2+2,1967,,1967,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 2+2 GT,Four-seat grand tourer,V12 GT 2+2,3,V12,combustion,front,2+2,grand tourer,330 GT 2+2,1964,direct,365 GT4 2+2,1972,direct,TRUE,,,,,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,4390,320,6600,245,front,longitudinal,60,8.8,81,71,1480,2650,4974,1786,1345,https://cdn.ferrari.com/cms/network/media/img/resize/5dcab482f8fc7b0aa90483b2-ferrari-365-gt-2-2-1967-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/365-gt-2-2,The Ferrari 365 GT 2+2 was presented at the 1967 Paris Motor Show,ferrari_past_models_scraper
ferrari_1967_dino_206_gt,Dino 206 GT,1967,1969,1967,Grand Touring,discontinued,Wikipedia - Dino 206 GT and 246 GT,https://en.wikipedia.org/wiki/Dino_206_GT_and_246_GT,wikipedia,medium,reviewed,Production range reported for the 206 GT,2026-07-27,Mid-engined sports car,Berlinetta,,,V6,combustion,mid,2,sports car,,,,,,,,,,,,high,FALSE,,ferrari_production_periods.csv,rules based on repository data,V6,1987,179,8000,235,rear,transverse,65,9,86,57,900,2280,4150,1700,1115,https://cdn.ferrari.com/cms/network/media/img/resize/5dc9478a3378a829c00a621e-ferrari-dino-206-gt-1967-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/dino-206-gt,"Ferrari 206 GT: With the prototype of the Dino 196 S already in-house, there was an excellent opportunity to design a relatively small displacement",ferrari_past_models_scraper
ferrari_1967_330_p4,330 P4,1967,,1967,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,P-series sports prototypes,5,V12,combustion,mid,race-specific,competition,330 P3,1966,evolution,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,3967,450,8000,320,rear,longitudinal,60,11,77,71,792,2400,4185,1810,1000,https://cdn.ferrari.com/cms/network/media/img/resize/5dcaced00cf6995f44ddb741-ferrari-330-p4-1967-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/330-p4,Ferrari 330 P4: this model was powered by a V12 engine,ferrari_past_models_scraper
ferrari_1967_350_can_am,350 Can Am,1967,,1967,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V12,combustion,mid,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,4176,480,8500,315,rear,longitudinal,60,11,79,71,700,2400,3950,1995,940,https://cdn.ferrari.com/cms/network/media/img/resize/5dcc147a84077c3b24308146-ferrari-350-can-am-1967-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/350-can-am,"Ferrari 350 Can Am: When sports car races were organised on the Canadian and American tracks in 1966, Chinetti asked Ferrari to come up with a suitable car.",ferrari_past_models_scraper
ferrari_1967_412_p,412 P,1967,,1967,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V12,combustion,mid,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,3967,420,8000,310,rear,longitudinal,60,11,77,71,835,2400,4170,1780,985,https://cdn.ferrari.com/cms/network/media/img/resize/5dcad4f50cf6995f44ddb87a-ferrari-412-p-1967-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/412-p,"This model Ferrari 412 P was also known as the P3/4, and was used by Ferrari’s privateer customer teams.",ferrari_past_models_scraper
ferrari_1968_365_gtb4,365 GTB4,1968,1973,1968,Grand Touring,discontinued,Wikipedia - Ferrari Daytona,https://en.wikipedia.org/wiki/Ferrari_Daytona,wikipedia,medium,reviewed,Production range reported for the GTB/4 coupe,2026-07-27,Front-engined V12 two-seat GT,Berlinetta / coupe,Front-engined V12 two-seat GT,1,V12,combustion,front,2,grand tourer,,,,550 Maranello,1996,spiritual_successor,TRUE,,,,,high,FALSE,The link to the 550 Maranello is spiritual: the line was interrupted while Ferrari's flagship role passed through the BB/Testarossa family.,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,4390,352,7500,280,front,longitudinal,60,8.8,81,71,1200,2400,4425,1760,1245,https://cdn.ferrari.com/cms/network/media/img/resize/5dcae27af8fc7b0aa9048da4-ferrari-365-gtb4-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/365-gtb4,Ferrari 365 GTB4: The evolution of the 275 GTB4 was a milestone in the history of extreme high-performance front-engined sports cars.,ferrari_past_models_scraper
ferrari_1968_365_gtc,365 GTC,1968,,1968,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 two-seat GT,Berlinetta / coupe,,,V12,combustion,front,,grand tourer,,,,,,,,,,,,low,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,4390,320,6600,250,front,longitudinal,60,8.8,81,71,1350,2400,4470,1670,1300,https://cdn.ferrari.com/cms/network/media/img/resize/5dcada8d2cdb32285a762337-ferrari-365-gtc-1968-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/365-gtc,The design of the Ferrari 365 GTC was basically similar to that of the last 330 GTCs built,ferrari_past_models_scraper
ferrari_1968_612_can_am,612 Can Am,1968,,1968,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V12,combustion,mid,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,6222,620,7000,340,rear,longitudinal,60,10.5,92,78,700,2450,4200,2240,890,https://cdn.ferrari.com/cms/network/media/img/resize/5dcc1b752cdb32285a765d3e-ferrari-612-can-am-1968-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/612-can-am,Ferrari 612 Can Am: This second model was built for the Can-Am Challenge Cups series,ferrari_past_models_scraper
ferrari_1969_365_gts,365 GTS,1969,,1969,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 two-seat GT,Spider / cabriolet,,,V12,combustion,front,,grand tourer,,,,,,,,,,,,low,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,4390,320,6600,245,front,longitudinal,60,8.8,81,71,1350,2400,4470,1670,1300,https://cdn.ferrari.com/cms/network/media/img/resize/5ecf831b57b59406e3a0bb4a-ferrari-365-gts-1969-thumb-v2?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/365-gts,,ferrari_past_models_scraper
ferrari_1969_dino_246_gt,Dino 246 GT,1969,1974,1969,Grand Touring,discontinued,Wikipedia - Dino 206 GT and 246 GT,https://en.wikipedia.org/wiki/Dino_206_GT_and_246_GT,wikipedia,medium,reviewed,Production range reported for the 246 GT coupe,2026-07-27,Mid-engined sports car,Berlinetta,,,V6,combustion,mid,2,sports car,,,,,,,,,,,,high,FALSE,,ferrari_production_periods.csv,rules based on repository data,V6,2419,194,7600,235,rear,transverse,65,9,92,60,1080,2340,4235,1700,1135,https://cdn.ferrari.com/cms/network/media/img/resize/5dcc044d0cf6995f44ddee04-ferrari-dino-246-gt-1969-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/dino-246-gt,The Ferrari Dino 246 GT was an evolution of the Dino 206 GT,ferrari_past_models_scraper
ferrari_1969_212_e,212 E,1969,,1969,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V12,combustion,mid,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,1991,300,11800,250,rear,longitudinal,,11,65,50,500,2340,3800,1980,,https://cdn.ferrari.com/cms/network/media/img/resize/5dcd747a84077c3b2430d5c9-ferrari-212-e-1969-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/212-e,The Ferrari 212 E was built to compete in the European Mountain Championship.,ferrari_past_models_scraper
ferrari_1969_312_p_1969,312 P,1969,,1969,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V12,combustion,mid,race-specific,competition,,,,,,,,,,,,medium,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,2991,450,10800,320,rear,longitudinal,60,11,77,54,680,2370,4230,1980,890,https://cdn.ferrari.com/cms/network/media/img/resize/68cd5bfb30b3620021467789-ferrari-past-model-312-p-1969-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/312-p-1969,,ferrari_past_models_scraper
ferrari_1970_512_m,512 M,1970,,1970,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,512-series sports prototypes,,V12,combustion,mid,race-specific,competition,512 S,1970,derivative,,,,,,,512 S,1970,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,4994,610,9000,310,rear,longitudinal,60,11.5,87,70,815,2400,4180,2015,985,https://cdn.ferrari.com/cms/network/media/img/resize/5dd29edb84077c3b2431f663-ferrari-512-m-1970-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/512-m,The Ferrari 512 M (the M stands for modified) is a direct descendant of the 512 S.,ferrari_past_models_scraper
ferrari_1970_512_s,512 S,1970,,1970,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V12,combustion,mid,race-specific,competition,,,,,,,,,,,,high,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,4994,549,8500,340,rear,longitudinal,60,11.5,87,70,840,2400,4060,2000,972,https://cdn.ferrari.com/cms/network/media/img/resize/5e54f95d2032ae0ad21e2616-ferrari-512-s-1970-thumb-ok?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/512-s,,ferrari_past_models_scraper
ferrari_1971_365_gtb4_competizione,365 GTB4 Competizione,1971,1973,1971,Sports Prototype,discontinued,Wikipedia - Ferrari Daytona,https://en.wikipedia.org/wiki/Ferrari_Daytona,wikipedia,medium,reviewed,Factory competition cars were built in three batches ending in 1973,2026-07-27,Competition derivatives,Competition GT,Competition GT,,V12,combustion,mid,race-specific,competition,365 GTB4,1968,derivative,,,,,,,365 GTB4,1968,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,4390,,7800,310,rear,longitudinal,,9.9,81,71,1240,2400,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5dd2bb5ff8fc7b0aa906400c-ferrari-365-gtb4-competizione-1971-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/365-gtb4-competizione,"This Ferrari 365 GTB4 Competizione model, also known as the Daytona in recognition of the P4’s victory, enjoyed a successful career",ferrari_past_models_scraper
ferrari_1971_365_gtc4,365 GTC4,1971,,1971,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 2+2 GT,Four-seat grand tourer,,,V12,combustion,front,2+2,grand tourer,,,,,,,,,,,,high,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,4390,340,6200,260,front,longitudinal,60,8.8,81,71,1450,2500,4550,1780,1270,https://cdn.ferrari.com/cms/network/media/img/resize/5dd2a49c2cdb32285a77d1dd-ferrari-365-gtc4-1971-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/365-gtc4,"The Ferrari 365 GTC4 took up where the 365 GT 2+2 left off and, thanks to careful interior design, Ferrari succeeded in slotting in two small rear seats, while retaining the more compact dimensions of two-seater coupé bodywork.",ferrari_past_models_scraper
